Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,Yes,Travel_Rarely,1241,Human Resources,17,3,Technical Degree,1.0,276,4,Female,82,1,4,Research Scientist,1,Divorced,5905,15740,7,Y,No,24,4,3,80,3,20,5,4,5,14,9,5
54,Yes,Travel_Rarely,208,Research & Development,15,3,Other,1.0,277,4,Female,61,3,4,Manager,3,Married,7249,17271,9,Y,Yes,12,3,3,80,1,26,3,4,0,14,9,6
22,No,Non-Travel,956,Sales,3,3,Medical,1.0,278,1,Female,65,4,2,Sales Executive,1,Divorced,7049,18270,8,Y,No,21,3,4,80,1,2,4,2,17,8,2,11
56,Yes,Travel_Frequently,1366,Human Resources,2,1,Marketing,1.0,279,4,Male,71,4,1,Sales Executive,4,Single,6452,16606,8,Y,No,24,4,2,80,1,37,4,2,5,3,10,11
38,Yes,Travel_Frequently,210,Research & Development,22,3,Other,1.0,280,3,Male,34,1,1,Research Director,3,Married,7589,18519,8,Y,No,11,4,1,80,2,13,1,4,6,6,3,8
58,Yes,Travel_Frequently,141,Research & Development,11,4,Human Resources,1.0,281,2,Male,76,2,2,Healthcare Representative,4,Single,16105,19702,3,Y,Yes,18,3,3,80,1,17,1,4,17,1,5,2
49,No,Travel_Frequently,748,Research & Development,17,3,Marketing,1.0,282,3,Male,31,4,2,Manufacturing Director,4,Divorced,9690,19326,2,Y,No,17,3,1,80,0,3,4,3,0,4,13,10
30,Yes,Travel_Frequently,956,Research & Development,4,2,Medical,1.0,283,1,Male,40,2,4,Sales Representative,3,Married,18987,11689,0,Y,No,24,4,3,80,2,18,2,4,37,9,0,4
18,No,Travel_Rarely,1372,Sales,29,2,Technical Degree,1.0,284,2,Female,89,4,1,Research Director,1,Divorced,17293,6204,2,Y,Yes,24,3,2,80,0,5,2,4,27,11,8,4
30,No,Travel_Rarely,834,Research & Development,24,4,Technical Degree,1.0,285,2,Male,47,3,1,Sales Executive,4,Married,4427,15104,5,Y,Yes,19,4,2,80,3,23,1,4,4,6,5,7
41,No,Travel_Rarely,424,Research & Development,19,2,Human Resources,1.0,286,1,Female,56,1,1,Manager,3,Divorced,17444,22071,6,Y,Yes,16,3,1,80,1,37,0,1,13,9,11,2
25,Yes,Travel_Frequently,195,Human Resources,27,1,Medical,1.0,287,1,Male,41,1,4,Laboratory Technician,3,Married,18181,13499,8,Y,Yes,18,3,1,80,1,23,1,4,32,2,2,9
47,No,Travel_Rarely,857,Human Resources,8,2,Other,1.0,288,4,Male,91,1,1,Sales Executive,4,Married,17859,20613,7,Y,No,21,3,2,80,1,8,0,2,24,13,11,12
47,Yes,Non-Travel,1467,Research & Development,23,2,Life Sciences,1.0,289,1,Female,92,3,3,Healthcare Representative,1,Married,15354,22856,1,Y,No,18,3,4,80,0,4,3,1,13,7,11,5
39,No,Non-Travel,403,Research & Development,3,1,Medical,1.0,290,1,Male,50,2,4,Manager,3,Divorced,16062,5763,9,Y,Yes,23,4,4,80,0,11,1,4,9,9,3,6
53,Yes,Travel_Frequently,993,Human Resources,6,3,Other,1.0,291,2,Female,33,4,1,Healthcare Representative,1,Single,19783,5251,6,Y,Yes,15,4,4,80,1,27,5,3,1,11,7,7
32,Yes,Non-Travel,1252,Research & Development,14,4,Human Resources,1.0,292,3,Female,94,3,1,Sales Executive,4,Single,6273,7525,2,Y,Yes,18,4,1,80,1,19,1,4,18,12,9,10
57,Yes,Travel_Rarely,810,Human Resources,1,2,Medical,1.0,293,4,Male,97,3,3,Manufacturing Director,4,Divorced,18693,22956,3,Y,No,20,4,4,80,3,12,2,3,4,11,14,2
21,Yes,Non-Travel,423,Research & Development,27,3,Other,1.0,294,4,Male,73,4,4,Research Scientist,2,Divorced,15745,14114,4,Y,Yes,14,3,2,80,3,26,4,1,1,10,4,3
52,No,Non-Travel,155,Research & Development,9,4,Other,1.0,295,3,Male,39,2,2,Research Director,3,Married,19738,13930,9,Y,No,22,3,2,80,0,39,0,1,16,12,0,1
49,Yes,Travel_Rarely,1250,Research & Development,28,2,Medical,1.0,296,3,Female,35,2,2,Research Scientist,1,Divorced,2779,23055,8,Y,No,24,3,4,80,3,35,3,1,25,15,9,9
43,No,Travel_Rarely,824,Research & Development,27,4,Life Sciences,1.0,297,1,Female,38,2,3,Laboratory Technician,2,Divorced,9263,21404,5,Y,No,22,4,4,80,2,23,2,4,10,6,13,3
23,Yes,Travel_Rarely,315,Sales,25,2,Marketing,1.0,298,3,Male,76,4,3,Sales Representative,2,Married,3546,22144,8,Y,No,19,4,2,80,3,34,5,4,30,3,0,8
27,Yes,Travel_Frequently,295,Sales,16,2,Other,1.0,299,1,Female,43,2,1,Healthcare Representative,4,Married,18328,20233,0,Y,Yes,17,3,4,80,0,22,4,2,17,6,13,5
24,No,Non-Travel,233,Research & Development,8,4,Marketing,1.0,300,2,Female,76,1,1,Sales Representative,4,Divorced,18879,10210,4,Y,Yes,21,3,3,80,2,4,3,3,38,11,3,13
40,No,Travel_Frequently,848,Human Resources,29,2,Marketing,1.0,301,3,Male,56,2,4,Research Director,1,Divorced,2118,19591,5,Y,Yes,21,3,1,80,1,4,3,3,38,5,7,1
19,Yes,Travel_Frequently,1271,Research & Development,29,2,Life Sciences,1.0,302,1,Male,66,4,3,Sales Representative,1,Divorced,13184,24934,9,Y,Yes,24,4,3,80,2,6,1,3,0,5,0,1
23,Yes,Travel_Frequently,573,Human Resources,12,3,Life Sciences,1.0,303,3,Female,74,4,3,Healthcare Representative,4,Divorced,6415,21933,5,Y,Yes,17,3,4,80,2,7,5,2,8,9,11,2
23,Yes,Travel_Frequently,1167,Human Resources,12,2,Life Sciences,1.0,304,4,Female,98,4,4,Laboratory Technician,4,Single,19335,12894,0,Y,Yes,20,4,4,80,1,9,5,1,12,9,1,10
52,Yes,Non-Travel,167,Research & Development,21,2,Medical,1.0,305,2,Male,94,3,3,Healthcare Representative,2,Married,19293,22071,6,Y,No,14,3,4,80,0,35,4,4,22,17,1,10
18,No,Travel_Rarely,1437,Research & Development,25,2,Technical Degree,1.0,306,2,Male,68,2,4,Research Scientist,1,Married,15109,19672,1,Y,No,22,3,2,80,2,15,5,1,34,6,14,12
18,No,Travel_Rarely,579,Research & Development,22,1,Life Sciences,1.0,307,2,Female,86,4,4,Manager,3,Divorced,14500,9492,2,Y,No,23,3,1,80,2,13,1,3,6,6,1,11
58,Yes,Travel_Frequently,1402,Human Resources,21,1,Other,1.0,308,1,Female,85,1,4,Sales Representative,2,Single,4478,21720,3,Y,Yes,14,3,3,80,3,34,5,2,11,0,7,2
24,No,Travel_Frequently,1473,Sales,15,3,Marketing,1.0,309,4,Male,68,2,4,Healthcare Representative,4,Divorced,17014,11393,9,Y,No,15,3,1,80,3,38,0,1,21,16,4,14
25,No,Travel_Frequently,1422,Human Resources,7,1,Other,1.0,310,2,Female,75,2,3,Sales Executive,1,Divorced,4285,23921,9,Y,No,13,3,3,80,3,11,1,4,36,6,7,13
27,Yes,Travel_Frequently,1365,Human Resources,4,4,Human Resources,1.0,311,1,Female,47,4,3,Healthcare Representative,1,Married,17979,9749,5,Y,Yes,16,4,1,80,1,24,4,4,36,6,12,10
36,Yes,Non-Travel,1278,Human Resources,3,3,Medical,1.0,312,1,Male,54,3,2,Research Scientist,4,Married,3721,15011,1,Y,Yes,14,4,3,80,1,0,1,2,28,16,6,2
45,No,Non-Travel,572,Sales,1,4,Other,1.0,313,2,Female,86,4,4,Healthcare Representative,1,Single,16158,14532,4,Y,No,13,3,2,80,3,5,2,4,6,12,4,4
56,Yes,Non-Travel,204,Human Resources,21,2,Medical,1.0,314,3,Male,91,2,1,Healthcare Representative,2,Single,2870,21451,6,Y,No,17,3,4,80,0,30,5,2,23,0,8,2
41,No,Travel_Rarely,608,Research & Development,5,1,Medical,1.0,315,2,Male,63,4,2,Sales Executive,1,Married,17970,17560,2,Y,Yes,12,4,1,80,2,17,1,3,36,11,12,1
48,Yes,Non-Travel,1298,Research & Development,13,4,Life Sciences,1.0,316,4,Female,42,4,3,Healthcare Representative,2,Married,14055,23097,0,Y,No,11,4,2,80,1,11,2,2,37,16,13,9
48,No,Non-Travel,899,Sales,11,4,Medical,1.0,317,3,Male,50,4,2,Manager,2,Divorced,14902,11219,1,Y,No,24,4,3,80,2,25,2,1,36,10,6,13
29,Yes,Travel_Rarely,249,Sales,7,3,Human Resources,1.0,318,1,Female,65,2,1,Research Director,4,Married,5373,16705,0,Y,Yes,17,4,2,80,0,9,1,4,10,14,6,0
34,Yes,Travel_Rarely,1345,Human Resources,29,3,Marketing,1.0,319,4,Male,66,2,4,Research Director,3,Divorced,16163,16331,5,Y,No,17,4,4,80,3,35,2,4,4,13,9,6
54,No,Travel_Frequently,420,Human Resources,11,3,Technical Degree,1.0,320,3,Female,64,4,1,Research Scientist,3,Divorced,13892,17957,6,Y,No,15,4,3,80,3,8,0,1,11,14,7,12
56,No,Travel_Frequently,732,Sales,14,2,Marketing,1.0,321,3,Male,69,3,3,Research Scientist,4,Married,13607,18683,5,Y,Yes,11,4,1,80,1,10,2,3,15,14,11,10
42,No,Travel_Rarely,1221,Sales,28,3,Medical,1.0,322,4,Male,73,4,1,Healthcare Representative,4,Married,5262,6693,1,Y,Yes,17,3,4,80,2,22,3,3,36,11,14,11
35,Yes,Travel_Rarely,936,Sales,5,1,Other,1.0,323,4,Male,60,1,2,Research Scientist,1,Single,17209,16191,6,Y,No,23,3,1,80,2,5,0,1,16,14,10,9
37,Yes,Travel_Frequently,411,Human Resources,3,2,Marketing,1.0,324,3,Male,48,1,3,Sales Executive,3,Married,4564,11843,7,Y,No,22,4,4,80,3,0,2,3,16,7,4,4
48,Yes,Travel_Frequently,356,Research & Development,13,4,Human Resources,1.0,325,1,Male,30,4,2,Laboratory Technician,2,Married,11331,12210,7,Y,Yes,22,4,3,80,1,22,1,3,12,15,1,3
43,Yes,Non-Travel,627,Research & Development,6,1,Life Sciences,1.0,326,2,Male,55,2,3,Healthcare Representative,4,Divorced,9729,11522,2,Y,No,16,3,1,80,3,19,4,1,18,0,7,8
34,Yes,Non-Travel,1063,Human Resources,11,4,Other,1.0,327,4,Male,39,1,1,Manager,1,Divorced,19844,11163,0,Y,No,15,3,1,80,0,19,4,1,7,8,13,11
54,No,Travel_Frequently,321,Research & Development,5,1,Life Sciences,1.0,328,1,Male,69,2,1,Laboratory Technician,2,Married,2531,13728,8,Y,Yes,23,4,3,80,0,35,5,4,18,7,4,9
49,Yes,Travel_Frequently,1165,Sales,8,1,Marketing,1.0,329,4,Female,49,4,3,Laboratory Technician,4,Married,15586,10176,6,Y,No,16,3,4,80,0,24,3,1,36,2,4,8
20,No,Non-Travel,151,Research & Development,25,3,Technical Degree,1.0,330,2,Male,41,2,1,Research Scientist,2,Married,16203,7120,1,Y,No,16,4,3,80,0,28,1,2,12,2,13,4
29,No,Travel_Frequently,749,Human Resources,26,3,Marketing,1.0,331,4,Male,37,3,2,Sales Representative,3,Single,15146,11751,9,Y,Yes,16,4,3,80,1,3,2,3,3,5,3,3
51,Yes,Non-Travel,838,Human Resources,24,4,Other,1.0,332,4,Female,69,1,2,Sales Executive,3,Married,2016,13582,3,Y,No,11,4,1,80,2,22,4,4,19,2,9,12
21,Yes,Travel_Rarely,439,Sales,16,2,Medical,1.0,333,4,Male,47,1,2,Research Scientist,2,Divorced,18284,13705,7,Y,No,22,3,2,80,3,26,3,2,33,6,5,5
26,No,Travel_Frequently,116,Research & Development,11,2,Medical,1.0,334,1,Male,96,2,3,Sales Executive,2,Married,8208,20898,2,Y,No,14,4,1,80,1,29,2,3,23,6,10,8
26,Yes,Travel_Frequently,214,Human Resources,17,3,Medical,1.0,335,3,Male,40,2,4,Manager,1,Divorced,5703,11631,1,Y,No,17,3,1,80,1,16,3,3,10,2,0,1
37,Yes,Travel_Rarely,227,Research & Development,23,3,Human Resources,1.0,336,3,Female,85,4,2,Research Scientist,1,Single,10079,12524,2,Y,Yes,11,3,4,80,1,9,1,4,0,12,9,3
39,No,Travel_Frequently,1058,Human Resources,13,4,Medical,1.0,337,2,Male,52,1,4,Sales Executive,1,Married,3878,6539,9,Y,No,18,3,2,80,3,7,2,2,38,6,5,14
20,No,Non-Travel,1006,Research & Development,24,3,Medical,1.0,338,1,Female,74,1,4,Laboratory Technician,3,Divorced,4697,11830,6,Y,Yes,17,3,1,80,3,34,4,2,27,3,12,13
58,No,Travel_Frequently,171,Human Resources,14,3,Life Sciences,1.0,339,3,Female,65,4,1,Research Scientist,3,Single,17193,24535,1,Y,Yes,15,3,1,80,2,3,3,2,14,7,11,3
23,No,Non-Travel,106,Human Resources,29,4,Life Sciences,1.0,340,2,Female,41,3,3,Laboratory Technician,1,Divorced,18969,6000,6,Y,No,19,4,2,80,3,11,5,3,24,3,8,9
38,Yes,Travel_Rarely,640,Sales,27,4,Medical,1.0,341,4,Female,83,3,1,Laboratory Technician,1,Married,11451,11016,3,Y,No,14,4,2,80,1,24,1,3,11,6,5,10
42,Yes,Non-Travel,966,Research & Development,12,1,Other,1.0,342,3,Male,42,4,3,Healthcare Representative,3,Divorced,13601,21516,3,Y,Yes,13,3,2,80,1,21,5,2,5,12,10,2
30,No,Non-Travel,1110,Research & Development,7,2,Life Sciences,1.0,343,1,Female,48,4,4,Sales Executive,1,Married,17599,19842,3,Y,No,15,3,4,80,2,34,0,3,1,4,11,13
30,Yes,Non-Travel,802,Research & Development,4,1,Other,1.0,344,1,Male,95,4,1,Manager,4,Married,13261,20125,3,Y,No,11,4,4,80,1,12,5,4,36,6,6,12
30,Yes,Travel_Frequently,575,Research & Development,9,2,Human Resources,1.0,345,3,Male,77,1,3,Research Director,3,Single,19038,8378,0,Y,Yes,22,3,2,80,3,0,1,4,9,14,10,2
38,Yes,Travel_Rarely,1227,Research & Development,13,3,Human Resources,1.0,346,3,Female,91,3,2,Manager,1,Single,16941,22374,3,Y,No,14,4,1,80,3,29,1,3,36,4,10,0
56,Yes,Non-Travel,140,Sales,7,4,Life Sciences,1.0,347,1,Female,45,4,3,Research Director,2,Married,12821,17591,9,Y,No,15,3,2,80,0,0,5,3,9,6,4,1
21,Yes,Travel_Rarely,1236,Research & Development,21,2,Technical Degree,1.0,348,2,Male,98,3,4,Manager,2,Divorced,4498,17036,1,Y,Yes,18,3,4,80,0,31,2,2,36,3,9,12
19,Yes,Travel_Frequently,632,Sales,17,1,Medical,1.0,349,3,Male,75,2,1,Healthcare Representative,1,Divorced,15720,17481,1,Y,Yes,24,3,2,80,0,13,1,3,29,3,8,6
41,Yes,Travel_Rarely,179,Sales,16,3,Medical,1.0,350,4,Male,41,1,1,Sales Representative,1,Divorced,8659,7360,7,Y,Yes,23,3,4,80,1,9,2,1,34,1,11,10
32,No,Travel_Frequently,496,Sales,3,1,Human Resources,1.0,351,3,Female,62,2,3,Sales Representative,2,Divorced,9861,12912,3,Y,No,18,3,3,80,3,32,3,2,13,6,4,14
47,No,Travel_Rarely,1182,Research & Development,26,3,Medical,1.0,352,4,Male,45,4,2,Sales Representative,3,Single,18386,14262,6,Y,No,23,3,4,80,0,1,3,4,23,15,7,3
41,No,Non-Travel,766,Human Resources,17,2,Medical,1.0,353,3,Male,97,3,2,Manager,2,Single,16888,7503,4,Y,Yes,11,4,4,80,2,1,5,1,31,3,4,6
32,Yes,Travel_Rarely,1330,Research & Development,12,2,Life Sciences,1.0,354,3,Male,69,2,3,Research Director,3,Divorced,2458,11865,2,Y,No,11,3,1,80,1,28,3,3,12,1,8,6
20,Yes,Travel_Rarely,613,Research & Development,3,4,Technical Degree,1.0,355,1,Female,76,4,4,Laboratory Technician,2,Married,7660,6211,8,Y,No,20,3,1,80,0,15,4,1,10,6,11,10
39,No,Travel_Frequently,1083,Research & Development,5,2,Technical Degree,1.0,356,3,Female,39,4,1,Manufacturing Director,2,Divorced,4346,16265,6,Y,Yes,19,3,1,80,2,5,3,1,33,9,0,3
55,No,Travel_Frequently,550,Research & Development,11,4,Life Sciences,1.0,357,4,Female,59,4,1,Healthcare Representative,1,Divorced,8890,21346,1,Y,Yes,12,3,4,80,2,6,3,1,26,13,7,2
58,Yes,Travel_Rarely,1163,Sales,2,3,Human Resources,1.0,358,1,Male,71,1,3,Research Scientist,2,Single,12385,7797,4,Y,No,15,3,2,80,3,23,5,4,28,11,0,11
45,No,Travel_Frequently,972,Research & Development,21,3,Life Sciences,1.0,359,3,Male,84,4,1,Sales Representative,2,Married,4704,11773,7,Y,Yes,15,4,4,80,1,35,1,4,0,13,2,1
58,No,Travel_Rarely,326,Human Resources,6,3,Marketing,1.0,360,2,Female,52,3,1,Research Scientist,3,Single,4337,5080,0,Y,Yes,11,3,3,80,3,25,2,1,27,6,3,13
57,Yes,Travel_Frequently,675,Human Resources,18,1,Medical,1.0,361,4,Male,71,4,3,Manager,1,Single,18383,19347,2,Y,No,24,3,4,80,0,15,1,4,26,0,0,12
27,Yes,Travel_Rarely,361,Research & Development,22,4,Life Sciences,1.0,362,4,Female,76,2,1,Manufacturing Director,3,Married,4776,9753,8,Y,Yes,15,3,2,80,2,16,4,3,23,4,13,0
55,Yes,Travel_Frequently,649,Sales,6,1,Human Resources,1.0,363,4,Female,90,2,3,Research Scientist,3,Single,3757,16772,2,Y,Yes,13,4,4,80,0,25,0,2,36,10,5,14
39,Yes,Travel_Frequently,277,Sales,16,1,Technical Degree,1.0,364,4,Male,76,4,1,Manager,4,Divorced,19046,6245,3,Y,Yes,21,3,2,80,1,24,3,1,22,17,2,2
35,Yes,Travel_Frequently,708,Human Resources,20,4,Other,1.0,365,1,Male,39,3,2,Manufacturing Director,2,Divorced,7369,9061,5,Y,No,15,4,1,80,0,11,1,2,19,1,3,10
25,Yes,Non-Travel,417,Research & Development,22,2,Marketing,1.0,366,4,Male,75,1,2,Laboratory Technician,3,Divorced,17229,17774,0,Y,No,12,4,1,80,0,24,4,2,30,6,7,8
56,No,Non-Travel,140,Research & Development,5,4,Technical Degree,1.0,367,2,Male,58,1,4,Manager,2,Divorced,2057,12470,3,Y,Yes,19,4,1,80,2,10,1,2,36,11,6,4
48,Yes,Travel_Frequently,1112,Human Resources,4,2,Marketing,1.0,368,2,Female,60,2,1,Research Director,3,Divorced,4123,8607,5,Y,No,13,4,2,80,2,34,1,4,8,16,13,10
32,No,Non-Travel,913,Sales,5,2,Other,1.0,369,2,Female,81,4,3,Research Scientist,4,Divorced,6818,20595,5,Y,No,16,3,2,80,3,33,1,2,31,17,7,0
57,Yes,Non-Travel,613,Sales,22,1,Technical Degree,1.0,370,3,Male,50,4,2,Sales Executive,3,Divorced,18577,23780,2,Y,Yes,19,4,1,80,3,6,3,4,24,2,10,10
32,No,Travel_Frequently,376,Sales,16,3,Human Resources,1.0,371,3,Male,40,1,1,Sales Representative,1,Single,12797,23468,8,Y,No,19,3,4,80,0,38,2,2,6,16,4,4
32,No,Non-Travel,102,Sales,5,4,Technical Degree,1.0,372,2,Female,76,1,1,Sales Executive,3,Married,12772,20440,8,Y,Yes,12,4,1,80,1,21,2,3,19,0,12,10
54,Yes,Non-Travel,684,Research & Development,25,2,Other,1.0,373,2,Female,65,2,4,Research Director,1,Married,9588,24915,2,Y,No,21,3,1,80,0,33,5,1,39,0,9,12
23,Yes,Travel_Rarely,332,Human Resources,21,4,Other,1.0,374,3,Male,97,3,1,Healthcare Representative,2,Divorced,14086,11998,4,Y,Yes,23,4,2,80,2,21,0,2,35,3,11,14
36,No,Travel_Frequently,983,Research & Development,12,4,Technical Degree,1.0,375,3,Female,56,1,2,Laboratory Technician,2,Married,13408,18560,6,Y,Yes,17,4,1,80,1,13,4,4,31,8,1,13
28,No,Non-Travel,262,Human Resources,7,4,Human Resources,1.0,376,2,Female,45,1,2,Manufacturing Director,3,Married,10038,6818,7,Y,No,11,4,3,80,1,19,2,4,30,9,11,14
18,Yes,Travel_Frequently,815,Research & Development,24,4,Technical Degree,1.0,377,4,Male,84,4,2,Sales Executive,2,Divorced,3057,12470,0,Y,Yes,23,3,2,80,3,27,3,2,39,2,7,3
28,Yes,Travel_Rarely,917,Human Resources,8,4,Marketing,1.0,378,1,Female,97,3,1,Research Director,2,Divorced,18907,13826,3,Y,Yes,11,4,4,80,3,31,5,4,21,3,12,8
40,Yes,Travel_Frequently,1368,Sales,25,1,Medical,1.0,379,2,Male,96,4,1,Research Director,4,Single,11188,6393,2,Y,No,21,4,3,80,0,8,1,4,36,8,4,12
20,No,Travel_Frequently,859,Human Resources,10,4,Marketing,1.0,380,4,Female,52,3,3,Manager,2,Married,18201,12856,0,Y,Yes,12,3,2,80,0,34,3,1,22,8,7,14
24,Yes,Non-Travel,1301,Sales,5,1,Life Sciences,1.0,381,4,Male,44,2,4,Sales Executive,2,Divorced,9132,19775,3,Y,Yes,14,3,1,80,1,6,4,1,26,2,12,10
30,Yes,Travel_Rarely,1427,Human Resources,23,4,Human Resources,1.0,382,4,Male,47,3,2,Research Scientist,2,Divorced,16820,7714,9,Y,Yes,19,3,2,80,2,21,4,2,24,8,5,0
35,Yes,Non-Travel,394,Sales,24,4,Human Resources,1.0,383,2,Female,71,3,2,Sales Executive,4,Divorced,5717,8726,3,Y,No,20,4,2,80,3,35,4,2,20,8,7,0
51,No,Travel_Frequently,1387,Research & Development,24,1,Life Sciences,1.0,384,4,Male,41,2,4,Manufacturing Director,2,Single,15061,6192,6,Y,No,17,3,1,80,3,22,2,4,9,5,5,10
32,No,Travel_Rarely,1139,Human Resources,18,3,Human Resources,1.0,385,2,Male,52,3,2,Laboratory Technician,2,Divorced,4606,22386,5,Y,No,20,4,4,80,3,17,2,3,2,9,4,0
34,Yes,Travel_Frequently,1415,Sales,28,3,Human Resources,1.0,386,2,Male,49,3,1,Laboratory Technician,4,Divorced,10951,14256,8,Y,No,18,4,3,80,0,16,1,3,33,6,14,11
35,No,Travel_Rarely,1119,Research & Development,12,1,Technical Degree,1.0,387,1,Female,96,4,2,Laboratory Technician,4,Married,10583,14063,9,Y,Yes,14,3,1,80,3,14,0,1,31,10,10,2
25,No,Travel_Frequently,971,Sales,3,1,Marketing,1.0,388,1,Male,34,1,1,Healthcare Representative,3,Single,13210,15146,5,Y,Yes,11,4,3,80,1,13,1,2,5,1,0,8
58,Yes,Travel_Rarely,548,Human Resources,27,2,Other,1.0,389,3,Male,87,1,2,Research Scientist,2,Divorced,16319,14178,6,Y,No,14,4,4,80,0,8,5,2,22,14,8,12
20,No,Travel_Rarely,1158,Research & Development,20,2,Life Sciences,1.0,390,2,Male,66,2,2,Research Director,2,Married,7766,19314,2,Y,Yes,18,3,3,80,3,15,2,3,23,6,3,1
35,No,Non-Travel,1178,Sales,20,2,Human Resources,1.0,391,2,Female,46,1,2,Research Scientist,4,Single,14755,24785,1,Y,No,24,3,1,80,2,37,4,1,19,12,12,6
55,Yes,Travel_Rarely,1470,Sales,18,1,Other,1.0,392,2,Male,62,3,2,Laboratory Technician,3,Married,18012,22818,5,Y,Yes,23,3,1,80,1,36,5,2,21,4,11,12
49,Yes,Travel_Rarely,419,Human Resources,16,3,Medical,1.0,393,4,Male,55,4,3,Manager,4,Married,16466,12250,0,Y,No,12,3,3,80,0,1,2,4,1,0,12,14
23,No,Travel_Frequently,827,Research & Development,11,4,Other,1.0,394,4,Female,64,2,2,Research Director,1,Divorced,7844,14214,6,Y,Yes,12,3,1,80,3,26,1,2,22,2,11,1
46,No,Travel_Frequently,472,Research & Development,16,4,Medical,1.0,395,3,Female,69,2,1,Laboratory Technician,4,Divorced,19104,22628,2,Y,Yes,24,3,2,80,0,25,4,3,6,3,5,5
48,No,Non-Travel,242,Human Resources,6,3,Technical Degree,1.0,396,1,Male,40,4,2,Sales Representative,4,Single,10861,10594,0,Y,No,20,4,4,80,2,13,0,3,6,3,12,8
45,Yes,Travel_Frequently,772,Sales,8,4,Medical,1.0,397,4,Female,86,4,1,Research Director,4,Single,17110,22449,7,Y,Yes,14,4,2,80,2,20,4,3,11,1,11,13
24,Yes,Travel_Rarely,881,Sales,3,4,Human Resources,1.0,398,3,Female,32,4,1,Manager,2,Single,18168,15091,4,Y,No,17,4,2,80,3,35,0,2,26,1,0,5
20,Yes,Travel_Rarely,234,Human Resources,10,4,Human Resources,1.0,399,2,Female,67,1,4,Manager,1,Divorced,14737,8888,6,Y,No,17,3,3,80,0,8,3,3,34,7,3,10
20,Yes,Travel_Rarely,706,Research & Development,8,4,Human Resources,1.0,400,3,Female,91,2,2,Sales Executive,4,Single,16118,14757,9,Y,No,17,4,2,80,1,6,4,1,4,15,7,14
40,Yes,Travel_Rarely,1406,Research & Development,19,1,Human Resources,1.0,401,2,Female,62,4,3,Manager,2,Married,19581,20768,2,Y,No,16,3,3,80,3,14,5,4,18,3,3,9
47,No,Non-Travel,423,Sales,16,1,Other,1.0,402,4,Female,77,1,1,Research Director,2,Married,2070,16351,2,Y,Yes,20,3,3,80,3,8,1,3,29,10,10,11
21,No,Travel_Frequently,628,Human Resources,5,4,Other,1.0,403,2,Male,44,1,1,Research Scientist,3,Single,18572,18796,7,Y,Yes,20,3,4,80,3,33,3,3,20,11,13,10
52,No,Non-Travel,1305,Human Resources,2,1,Technical Degree,1.0,404,3,Female,97,4,1,Research Director,1,Married,18343,9333,5,Y,No,24,4,2,80,2,36,4,4,14,5,0,13
22,Yes,Travel_Frequently,1203,Human Resources,13,1,Marketing,1.0,405,3,Male,97,2,3,Research Director,4,Married,15134,10534,5,Y,No,13,3,4,80,3,30,2,2,19,3,6,8
47,No,Non-Travel,936,Sales,2,3,Medical,1.0,406,1,Male,72,3,1,Research Director,4,Single,13668,7458,7,Y,Yes,16,4,3,80,3,31,1,4,3,2,13,5
53,No,Non-Travel,1002,Research & Development,3,1,Marketing,1.0,407,2,Male,96,2,4,Research Director,3,Single,17182,19315,3,Y,Yes,16,3,4,80,3,4,3,2,21,9,8,7
40,No,Travel_Rarely,257,Sales,5,2,Life Sciences,1.0,408,4,Male,73,2,4,Laboratory Technician,1,Divorced,7902,13929,4,Y,No,23,3,4,80,0,8,0,2,13,9,6,3
28,No,Travel_Rarely,899,Human Resources,11,2,Marketing,1.0,409,1,Male,57,3,3,Laboratory Technician,4,Married,19370,15938,5,Y,No,13,3,3,80,2,6,0,4,19,12,3,2
38,No,Travel_Frequently,234,Human Resources,28,1,Human Resources,1.0,410,2,Female,62,1,2,Research Scientist,2,Married,12183,24227,4,Y,No,22,4,2,80,2,15,4,3,19,13,3,9
32,No,Non-Travel,736,Sales,23,4,Medical,1.0,411,2,Male,72,2,4,Sales Executive,3,Single,10508,23659,9,Y,No,12,4,2,80,1,19,1,4,23,14,3,4
54,No,Non-Travel,590,Research & Development,15,4,Marketing,1.0,412,2,Female,39,2,3,Laboratory Technician,2,Single,2535,10580,2,Y,Yes,20,3,3,80,1,21,4,4,34,14,13,11
29,No,Travel_Rarely,1419,Research & Development,3,2,Marketing,1.0,413,2,Male,64,4,3,Research Scientist,2,Divorced,11324,19409,8,Y,Yes,17,3,1,80,2,7,1,3,17,1,14,13
39,Yes,Non-Travel,1158,Research & Development,8,3,Technical Degree,1.0,414,4,Female,71,4,4,Healthcare Representative,1,Married,15452,8321,8,Y,No,14,3,1,80,2,38,5,4,15,1,11,7
